Tracking ID,Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail,Phase 3 status,Phase 3 evidence,Current source references
CONF-033,boxed-content-banner,--a-full-dur,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--a-full-dur is declared and read by no CSS rule,NO LONGER APPLICABLE,The current section contains animation shorthands consuming --a-full-dur/ease and --a-c-dur/ease on the emitted animation classes. The original no-consumer diagnosis is contradicted by source.,"sections/boxed-content-banner.liquid:242: --a-full-dur: {{ s.full_duration_ms | default: 800 }}ms;
sections/boxed-content-banner.liquid:243: --a-full-delay: {{ s.full_delay_ms | default: 0 }}ms;
sections/boxed-content-banner.liquid:244: --a-full-ease: {{ ease_full }};
sections/boxed-content-banner.liquid:397: #shopify-section-{{ section.id }} .a-full-fade  { animation: a-fade  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:398: #shopify-section-{{ section.id }} .a-full-zoom  { animation: a-zoom  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); transform-origin:center; }
sections/boxed-content-banner.liquid:399: #shopify-section-{{ section.id }} .a-full-up    { animation: a-up    var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:400: #shopify-section-{{ section.id }} .a-full-left  { animation: a-left  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:401: #shopify-section-{{ section.id }} .a-full-right { animation: a-right var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }"
CONF-034,boxed-content-banner,--a-full-ease,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--a-full-ease is declared and read by no CSS rule,NO LONGER APPLICABLE,The current section contains animation shorthands consuming --a-full-dur/ease and --a-c-dur/ease on the emitted animation classes. The original no-consumer diagnosis is contradicted by source.,"sections/boxed-content-banner.liquid:242: --a-full-dur: {{ s.full_duration_ms | default: 800 }}ms;
sections/boxed-content-banner.liquid:243: --a-full-delay: {{ s.full_delay_ms | default: 0 }}ms;
sections/boxed-content-banner.liquid:244: --a-full-ease: {{ ease_full }};
sections/boxed-content-banner.liquid:397: #shopify-section-{{ section.id }} .a-full-fade  { animation: a-fade  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:398: #shopify-section-{{ section.id }} .a-full-zoom  { animation: a-zoom  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); transform-origin:center; }
sections/boxed-content-banner.liquid:399: #shopify-section-{{ section.id }} .a-full-up    { animation: a-up    var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:400: #shopify-section-{{ section.id }} .a-full-left  { animation: a-left  var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }
sections/boxed-content-banner.liquid:401: #shopify-section-{{ section.id }} .a-full-right { animation: a-right var(--a-full-dur)  var(--a-full-ease)  both; animation-delay: var(--a-full-delay); }"
CONF-035,call-to-action-banner,section_bg_opacity,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--sec-bg-o is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Section background color is alpha-adjusted in Liquid and painted by the outer wrapper.,"sections/call-to-action-banner.liquid:69: {% assign section_background_alpha = s.section_bg_opacity | default: 0 | divided_by: 100.0 %}
sections/call-to-action-banner.liquid:71: --sec-bg-o: {{ s.section_bg_opacity | default: 0 | divided_by: 100.0 }};
sections/call-to-action-banner.liquid:703: { ""type"": ""range"", ""id"": ""section_bg_opacity"", ""label"": ""Section background opacity (%)"", ""min"": 0, ""max"": 100, ""step"": 1, ""default"": 100 },
sections/call-to-action-banner.liquid:890: ""section_bg_opacity"": 100,"
CONF-036,call-to-action-collection,--ghost,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--ghost is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/call-to-action-collection.liquid:284: --btn-bg: var(--color-primary); --btn-fg: #fff; --btn-bdr: var(--color-primary);
sections/call-to-action-collection.liquid:286: border-radius:var(--button_radius); border:1px solid var(--btn-bdr); background:var(--btn-bg); color:var(--btn-fg);
sections/call-to-action-collection.liquid:292: #section-{{ section.id }} .q-btn--outline{background:transparent; color:var(--btn-bdr);}
sections/call-to-action-collection.liquid:293: #section-{{ section.id }} .q-btn--ghost{background:transparent; border-color:transparent; color:var(--btn-bdr);}
sections/call-to-action-collection.liquid:294: #section-{{ section.id }} .q-btn--primary{--btn-bg: var(--color-primary); --btn-bdr: var(--color-primary);}
sections/call-to-action-collection.liquid:295: #section-{{ section.id }} .q-btn--secondary{--btn-bg: var(--color-secondary); --btn-bdr: var(--color-secondary);}
sections/call-to-action-collection.liquid:296: #section-{{ section.id }} .q-btn--accent{--btn-bg: var(--color-accent); --btn-bdr: var(--color-accent);}
sections/call-to-action-collection.liquid:301: #section-{{ section.id }} .q-grid.is-overlay .q-btn--ghost{color:#fff;}
sections/call-to-action-collection.liquid:302: #section-{{ section.id }} .q-grid.is-overlay .q-btn--ghost:hover{background:rgba(255,255,255,.10);}
sections/call-to-action-collection.liquid:409: #section-{{ section.id }} .q-grid.is-overlay .q-btn--ghost{"
CONF-037,call-to-action-collection,--outline,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--outline is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/call-to-action-collection.liquid:284: --btn-bg: var(--color-primary); --btn-fg: #fff; --btn-bdr: var(--color-primary);
sections/call-to-action-collection.liquid:286: border-radius:var(--button_radius); border:1px solid var(--btn-bdr); background:var(--btn-bg); color:var(--btn-fg);
sections/call-to-action-collection.liquid:292: #section-{{ section.id }} .q-btn--outline{background:transparent; color:var(--btn-bdr);}
sections/call-to-action-collection.liquid:293: #section-{{ section.id }} .q-btn--ghost{background:transparent; border-color:transparent; color:var(--btn-bdr);}
sections/call-to-action-collection.liquid:294: #section-{{ section.id }} .q-btn--primary{--btn-bg: var(--color-primary); --btn-bdr: var(--color-primary);}
sections/call-to-action-collection.liquid:295: #section-{{ section.id }} .q-btn--secondary{--btn-bg: var(--color-secondary); --btn-bdr: var(--color-secondary);}
sections/call-to-action-collection.liquid:296: #section-{{ section.id }} .q-btn--accent{--btn-bg: var(--color-accent); --btn-bdr: var(--color-accent);}
sections/call-to-action-collection.liquid:299: #section-{{ section.id }} .q-grid.is-overlay .q-btn--outline{border-color: rgba(255,255,255,.85); color:#fff;}
sections/call-to-action-collection.liquid:300: #section-{{ section.id }} .q-grid.is-overlay .q-btn--outline:hover{background:rgba(255,255,255,.10);}
sections/call-to-action-collection.liquid:403: #section-{{ section.id }} .q-grid.is-overlay .q-btn--outline{"
CONF-038,call-to-action-collection,--space-sm,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--space-sm is declared and read by no CSS rule,NO LONGER APPLICABLE,"These are fixed spacing constants, not settings-derived dead declarations. --space-sm is selected through gap_css for the xs option.","sections/call-to-action-collection.liquid:27: {%- if s.gap_scale == 'xs' -%}{%- assign gap_css = 'var(--space-sm)' -%}{%- endif -%}
sections/call-to-action-collection.liquid:170: --space-sm: .75rem;
sections/call-to-action-collection.liquid:265: display:grid; gap:.5rem; padding:var(--space-sm); padding-bottom:.75rem; margin-block-end:.25rem;"
CONF-039,call-to-action-collection,--space-xs,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--space-xs is declared and read by no CSS rule,NO LONGER APPLICABLE,"These are fixed spacing constants, not settings-derived dead declarations. --space-sm is selected through gap_css for the xs option.",sections/call-to-action-collection.liquid:169: --space-xs: .375rem;
CONF-040,call-to-action-collection,overlay_opacity,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-overlay-op is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Overlay percentage is emitted as a number for the existing division by 100.,"sections/call-to-action-collection.liquid:45: --q-overlay-op: {{ s.overlay_opacity | default: 40 }};
sections/call-to-action-collection.liquid:59: style=""opacity: {{ s.section_overlay_opacity | default: 20 | divided_by: 100.0 }};""></div>
sections/call-to-action-collection.liquid:117: <span class=""q-onimg ov-{{ s.overlay_style }}"" style=""opacity: calc(var(--q-overlay-op)/100);"" aria-hidden=""true""></span>
sections/call-to-action-collection.liquid:509: { ""type"": ""range"", ""id"": ""overlay_opacity"", ""label"": ""Card overlay opacity"", ""min"": 0, ""max"": 90, ""step"": 5, ""default"": 40, ""unit"": ""%"" },
sections/call-to-action-collection.liquid:539: { ""type"": ""range"", ""id"": ""section_overlay_opacity"", ""label"": ""Background overlay opacity"", ""min"": 0, ""max"": 90, ""step"": 5, ""default"": 20, ""unit"": ""%"" }"
CONF-041,call-to-action-icon-list,btn_ease,overridden,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--btn-ease is declared from this setting and read by no rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/call-to-action-icon-list.liquid:108: --btn-ease: {{ s.btn_ease | default: 'ease' }};
sections/call-to-action-icon-list.liquid:194: transition: transform var(--btn-trans-ms) var(--btn-ease), background var(--btn-trans-ms) var(--btn-ease), color var(--btn-trans-ms) var(--btn-ease);
sections/call-to-action-icon-list.liquid:292: { ""type"": ""select"", ""id"": ""btn_ease"", ""label"": ""Button easing"", ""default"": ""ease"", ""options"": ["
CONF-042,call-to-action-icon-list,btn_transition_ms,overridden,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--btn-trans-ms is declared from this setting and read by no rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","sections/call-to-action-icon-list.liquid:107: --btn-trans-ms: {{ s.btn_transition_ms | default: 160 }}ms;
sections/call-to-action-icon-list.liquid:194: transition: transform var(--btn-trans-ms) var(--btn-ease), background var(--btn-trans-ms) var(--btn-ease), color var(--btn-trans-ms) var(--btn-ease);
sections/call-to-action-icon-list.liquid:286: { ""type"": ""range"", ""id"": ""btn_transition_ms"", ""label"": ""Button transition (ms)"", ""min"": 0, ""max"": 500, ""step"": 10, ""default"": 160 },"
CONF-043,call-to-action-newsletter-form,--q-bg,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/call-to-action-quote-form.css:7: .q-cta-quote-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/call-to-action-newsletter-form.liquid:87: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/call-to-action-newsletter-form.liquid:220: <div class=""q-media"" style=""background: var(--q-bg);""></div>"
CONF-044,call-to-action-newsletter-form,--q-card-shadow,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/call-to-action-quote-form.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/call-to-action-newsletter-form.liquid:84: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};
sections/call-to-action-newsletter-form.liquid:110: box-shadow: var(--q-card-shadow);"
CONF-045,call-to-action-newsletter-form,bg_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/call-to-action-quote-form.css:7: .q-cta-quote-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/call-to-action-newsletter-form.liquid:87: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/call-to-action-newsletter-form.liquid:220: <div class=""q-media"" style=""background: var(--q-bg);""></div>
sections/call-to-action-newsletter-form.liquid:704: { ""type"": ""color"", ""id"": ""bg_color"", ""label"": ""Background color"", ""default"": ""#f6f7f8"" },"
