Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail
slideshow-banner,subheading_color_global,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
slideshow-banner,subheading_size_global,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),only reached under `S.split_panel_blur`
social-media-instagram-basic-feed,aspect_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
social-media-instagram-basic-feed,hover_overlay_icon,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.open_in_new_tab`
social-media-instagram-basic-feed,open_in_new_tab,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-instagram-basic-feed,show_captions,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-micro-post-strip,open_links_in_new_tab,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.show_platform_badge`
social-media-short-video-rail,aspect_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
social-media-short-video-rail,card_style,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-short-video-rail,max_items,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-short-video-rail,show_cta,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-short-video-rail,show_labels,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section or request.design_mode`
social-media-social-icons,open_in_new_tab,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.hide_text`
social-media-ugc-hashtag-gallery,aspect_ratio,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),only reached under `s.heading != blank`
social-media-ugc-hashtag-gallery,open_in_new_tab,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,section renders thin; nothing on the page to affect (rig #30),needs more than one condition true at once: `s.kicker != blank or s.heading != blank or s.body != blank`
social-media-youtube-grid,open_in_new_tab,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_section`
social-media-youtube-grid,show_description,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.open_in_new_tab`
social-media-youtube-grid,show_platform_badge,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.heading != blank`
social-media-youtube-grid,show_tag,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.open_in_new_tab`
social-media-youtube-grid,show_watch_label,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.open_in_new_tab`
special-offers-banner,split_ratio,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
split-banner,mobile_overlay_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
split-banner,mobile_overlay_opacity,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
split-content-dynamic,mobile_overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.kicker_size == 'base'`
split-content-dynamic,mobile_overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.kicker_size == 'base'`
standout-hero-banner,left_bg_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,left_overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,left_overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,right_bg_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,right_overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,right_overlay_opacity,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
standout-hero-banner,stack_on_mobile,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `layout == 'split-60-40'`
sub-banner-breadcrumb,plain_pad_y_desktop,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-breadcrumb,plain_pad_y_mobile,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-breadcrumb,simple_mode,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-classic,background_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.background_image != blank`
sub-banner-classic,grad_angle,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
sub-banner-classic,grad_end,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
sub-banner-classic,grad_start,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
sub-banner-classic,grad_start_opacity,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `s.use_slideshow and section.blocks.size > 0`
sub-banner-classic,heading_alignment,placement,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-classic,min_height_mobile,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.min_height == 'min-h-[50vh]'`
sub-banner-classic,min_height_tablet,placement,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.min_height == 'min-h-[50vh]'`
sub-banner-modern,grad_angle,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-modern,grad_end,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-modern,grad_start,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-modern,overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-split,grad_angle,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-split,grad_end,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-split,grad_start,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-split,overlay_color,dead,GATED-SIBLING,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",only reached under `s.enable_overlap`
sub-banner-transparent,arrow_bg,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,arrow_bg_opacity,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,arrow_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,arrow_size,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,cta_btn_hover_opacity,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,dot_active_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,dot_color,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,nav_arrows,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-transparent,nav_dots,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-web3,slide_autoplay,dead,DEAD,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone","referenced and reachable, yet no option changed the rendered page"
sub-banner-web3,slide_interval,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,"inert offline, but the element this setting controls needs merchant or Shopify data to render; mechanism cannot be proven from the code alone",needs more than one condition true at once: `is_slideshow and s.slide_autoplay and respect_rm == false`
transparent-hero-banner,arrow_bg,overridden,OVERRIDDEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),token is consumed by a base rule yet nothing changes; specificity or a later declaration wins
transparent-hero-banner,arrow_bg_opacity,overridden,OVERRIDDEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),token is consumed by a base rule yet nothing changes; specificity or a later declaration wins
transparent-hero-banner,arrow_color,overridden,OVERRIDDEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),token is consumed by a base rule yet nothing changes; specificity or a later declaration wins
transparent-hero-banner,arrow_size,overridden,OVERRIDDEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),token is consumed by a base rule yet nothing changes; specificity or a later declaration wins
transparent-hero-banner,autoplay_delay_ms,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
transparent-hero-banner,dot_color,overridden,OVERRIDDEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),token is consumed by a base rule yet nothing changes; specificity or a later declaration wins
transparent-hero-banner,eager_load_first,dead,GATED-MULTI,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),needs more than one condition true at once: `s.enable_header_overlap and request.design_mode`
transparent-hero-banner,enable_header_overlap,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
transparent-hero-banner,nav_arrows,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
transparent-hero-banner,nav_dots,dead,DEAD,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),"referenced and reachable, yet no option changed the rendered page"
web3-hero-banner,--neon,orphan,DEAD-TOKEN,REQUIRES LIVE VERIFICATION,,section renders nearly empty; nothing on the page to affect (rig #30),--neon is declared and read by no CSS rule
